beta_1,beta_2,t_b,xi,n,givenModel,t_b_estMean,t_b_estVar,selRate_NLL,selRate_AIC,selRate_BIC,"selNum_NLL_Gev(0, 0)","selNum_NLL_Gev(0, 1)","selNum_NLL_Gev(1, 0)","selNum_NLL_Gev(1, 1)","selNum_AIC_Gev(0, 0)","selNum_AIC_Gev(0, 1)","selNum_AIC_Gev(1, 0)","selNum_AIC_Gev(1, 1)","selNum_BIC_Gev(0, 0)","selNum_BIC_Gev(0, 1)","selNum_BIC_Gev(1, 0)","selNum_BIC_Gev(1, 1)"
-1,-1,0.5,0,110,"GEV(1, 1)",0.509445455,0.040789507,0.995014955,0.444,0.051,2,2,1,998,3,508,45,444,3,599,347,51
-1,-1,0.5,-0.1,110,"GEV(1, 1)",0.512427273,0.041369329,0.997,0.439,0.061,0,3,0,997,1,508,52,439,1,594,344,61
-1,-1,0.5,-0.2,110,"GEV(1, 1)",0.518627273,0.036610875,0.998,0.435,0.049,2,0,0,998,2,499,64,435,2,587,362,49
-1,-1,0.5,0.1,110,"GEV(1, 1)",0.519645455,0.038634592,0.998,0.518,0.078,2,0,0,998,2,450,30,518,2,600,320,78
-1,-1,0.5,0.2,110,"GEV(1, 1)",0.511245455,0.034064546,0.996011964,0.511,0.107,2,1,1,999,2,458,29,511,2,612,279,107
-1,-2,0.5,0,110,"GEV(1, 1)",0.512018182,0.00605815,0.979,0.523,0.217,8,12,1,979,14,462,1,523,16,755,12,217
-1,-2,0.5,-0.1,110,"GEV(1, 1)",0.513254545,0.007338598,0.974,0.512,0.2,15,11,0,974,19,469,0,512,21,761,18,200
-1,-2,0.5,-0.2,110,"GEV(1, 1)",0.5087,0.004495003,0.985,0.504,0.214,8,7,0,985,11,485,0,504,14,757,15,214
-1,-2,0.5,0.1,110,"GEV(1, 1)",0.515509091,0.00579303,0.977,0.515,0.241,14,9,0,977,20,465,0,515,21,731,7,241
-1,-2,0.5,0.2,110,"GEV(1, 1)",0.503854545,0.002132233,0.994,0.62,0.282,0,6,0,994,2,378,0,620,2,711,5,282
-1,-4,0.5,0,110,"GEV(1, 1)",0.500418182,0.000119614,0.998,0.556,0.27,0,2,0,998,0,444,0,556,0,730,0,270
-1,-4,0.5,-0.1,110,"GEV(1, 1)",0.500181818,8.24E-06,1,0.545,0.258,0,0,0,1000,0,455,0,545,0,742,0,258
-1,-4,0.5,-0.2,110,"GEV(1, 1)",0.500045455,7.69E-06,1,0.544,0.25,0,0,0,1000,0,456,0,544,0,750,0,250
-1,-4,0.5,0.1,110,"GEV(1, 1)",0.500272727,0.000165877,0.999,0.551,0.267,0,1,0,999,0,449,0,551,0,733,0,267
-1,-4,0.5,0.2,110,"GEV(1, 1)",0.500045455,0.000241148,0.997,0.631,0.35,0,3,0,997,0,369,0,631,0,650,0,350
-1,0,0,0,110,"GEV(1, 0)",NA,NA,0,0.131,0.534,0,1,0,999,11,441,131,417,182,239,534,45
-1,0,0,-0.1,110,"GEV(1, 0)",NA,NA,0,0.143,0.545,0,0,0,1000,14,483,143,360,181,230,545,44
-1,0,0,-0.2,110,"GEV(1, 0)",NA,NA,0,0.144,0.531,0,0,0,1000,18,464,144,374,212,221,531,36
-1,0,0,0.1,110,"GEV(1, 0)",NA,NA,0,0.149,0.562,0,0,0,1000,7,428,149,416,139,249,562,50
-1,0,0,0.2,110,"GEV(1, 0)",NA,NA,0,0.139,0.599,0,0,0,1000,10,383,139,468,99,235,599,67
-1,1,0.5,0,110,"GEV(1, 1)",0.488245455,0.040368066,1,0.719,0.225,0,0,0,1000,36,240,5,719,479,250,46,225
-1,1,0.5,-0.1,110,"GEV(1, 1)",0.483072727,0.037645659,1,0.71,0.229,0,0,0,1000,54,227,9,710,500,237,34,229
-1,1,0.5,-0.2,110,"GEV(1, 1)",0.495990909,0.037488937,1,0.705,0.202,0,0,0,1000,52,236,7,705,516,241,41,202
-1,1,0.5,0.1,110,"GEV(1, 1)",0.479081818,0.035649236,1,0.731,0.26,0,0,0,1000,36,230,3,731,451,244,45,260
-1,1,0.5,0.2,110,"GEV(1, 1)",0.468090909,0.031874345,1,0.733,0.283,0,0,0,1000,24,236,7,733,423,247,47,283
-1,2,0.5,0,110,"GEV(1, 1)",0.496790909,0.002327318,0.993,0.588,0.298,0,7,0,993,1,411,0,588,4,696,2,298
-1,2,0.5,-0.1,110,"GEV(1, 1)",0.494209091,0.002184931,0.995,0.578,0.287,0,5,0,995,0,422,0,578,3,709,1,287
-1,2,0.5,-0.2,110,"GEV(1, 1)",0.500445455,0.001855293,1,0.577,0.3,0,0,0,1000,0,423,0,577,0,699,1,300
-1,2,0.5,0.1,110,"GEV(1, 1)",0.495890909,0.001184465,0.999,0.603,0.311,0,1,0,999,0,397,0,603,0,688,1,311
-1,2,0.5,0.2,110,"GEV(1, 1)",0.495536364,0.000501983,0.999,0.636,0.31,0,1,0,999,0,364,0,636,0,690,0,310
-1,4,0.5,0,110,"GEV(1, 1)",0.504854545,0.003826872,0.973,0.536,0.263,2,25,0,973,4,460,0,536,6,731,0,263
-1,4,0.5,-0.1,110,"GEV(1, 1)",0.499690909,0.001633604,0.985,0.545,0.25,1,14,0,985,1,454,0,545,1,749,0,250
-1,4,0.5,-0.2,110,"GEV(1, 1)",0.4995,4.88E-05,0.998,0.532,0.265,0,2,0,998,0,468,0,532,1,734,0,265
-1,4,0.5,0.1,110,"GEV(1, 1)",0.510027273,0.005643031,0.958,0.544,0.262,0,42,0,958,0,456,0,544,1,736,1,262
-1,4,0.5,0.2,110,"GEV(1, 1)",0.505945455,0.002929399,0.976,0.629,0.346,1,23,0,976,1,370,0,629,1,653,0,346
-2,-1,0.5,0,110,"GEV(1, 1)",0.5315,0.04395559,0.974,0.843,0.26,13,13,0,974,19,89,49,843,20,242,478,260
-2,-1,0.5,-0.1,110,"GEV(1, 1)",0.529663636,0.040866472,0.979,0.841,0.248,7,14,0,979,14,83,62,841,15,246,491,248
-2,-1,0.5,-0.2,110,"GEV(1, 1)",0.507272727,0.035149033,0.986,0.813,0.214,4,10,0,986,5,110,72,813,6,268,512,214
-2,-1,0.5,0.1,110,"GEV(1, 1)",0.524154545,0.038510688,0.991,0.894,0.326,5,4,0,991,8,63,35,894,8,201,465,326
-2,-1,0.5,0.2,110,"GEV(1, 1)",0.516045455,0.032686387,0.997,0.913,0.411,3,0,0,997,3,47,37,913,3,163,423,411
-2,-2,0.5,0,110,"GEV(1, 1)",0.511336364,0.006842875,0.977,0.92,0.751,12,11,0,977,17,63,0,920,18,222,9,751
-2,-2,0.5,-0.1,110,"GEV(1, 1)",0.5104,0.0044285,0.989,0.92,0.725,10,1,0,989,10,70,0,920,10,252,13,725
-2,-2,0.5,-0.2,110,"GEV(1, 1)",0.503672727,0.002556175,0.995,0.92,0.732,5,0,0,995,5,75,0,920,5,244,19,732
-2,-2,0.5,0.1,110,"GEV(1, 1)",0.508309091,0.00631132,0.983,0.943,0.799,7,9,1,983,10,46,1,943,10,178,13,799
-2,-2,0.5,0.2,110,"GEV(1, 1)",0.502845455,0.002862121,0.995,0.967,0.846,1,4,0,995,1,32,0,967,1,144,9,846
-2,-4,0.5,0,110,"GEV(1, 1)",0.500463636,7.66E-05,1,0.937,0.769,0,0,0,1000,0,63,0,937,0,231,0,769
-2,-4,0.5,-0.1,110,"GEV(1, 1)",0.500309091,6.36E-06,1,0.938,0.769,0,0,0,1000,0,62,0,938,0,231,0,769
-2,-4,0.5,-0.2,110,"GEV(1, 1)",0.499963636,5.79E-06,1,0.924,0.774,0,0,0,1000,0,76,0,924,0,226,0,774
-2,-4,0.5,0.1,110,"GEV(1, 1)",0.500909091,5.43E-05,1,0.951,0.834,0,0,0,1000,0,49,0,951,0,166,0,834
-2,-4,0.5,0.2,110,"GEV(1, 1)",0.501145455,1.44E-05,1,0.957,0.831,0,0,0,1000,0,43,0,957,0,169,0,831
-2,0,0,0,110,"GEV(1, 0)",NA,NA,0,0.244,0.818,0,0,0,1000,0,149,244,607,0,111,818,71
-2,0,0,-0.1,110,"GEV(1, 0)",NA,NA,0,0.25,0.823,0,0,0,1000,0,143,250,607,0,109,823,68
-2,0,0,-0.2,110,"GEV(1, 0)",NA,NA,0,0.253,0.804,0,0,0,1000,0,168,253,579,0,128,804,68
-2,0,0,0.1,110,"GEV(1, 0)",NA,NA,0,0.239,0.822,0,0,0,1000,0,115,239,646,0,100,822,78
-2,0,0,0.2,110,"GEV(1, 0)",NA,NA,0,0.212,0.811,0,0,0,1000,0,75,212,713,0,78,811,111
-2,1,0.5,0,110,"GEV(1, 1)",0.485218182,0.036280423,1,0.696,0.271,0,0,0,1000,35,256,13,696,492,166,71,271
-2,1,0.5,-0.1,110,"GEV(1, 1)",0.502036364,0.039481616,1,0.678,0.265,0,0,0,1000,40,274,8,678,471,174,90,265
-2,1,0.5,-0.2,110,"GEV(1, 1)",0.492381818,0.033571899,1,0.682,0.256,0,0,0,1000,37,269,12,682,489,183,72,256
-2,1,0.5,0.1,110,"GEV(1, 1)",0.475609091,0.035345636,1,0.71,0.301,0,0,0,1000,35,240,15,710,467,164,68,301
-2,1,0.5,0.2,110,"GEV(1, 1)",0.477654545,0.03765503,1,0.75,0.356,0,0,0,1000,20,220,10,750,418,160,66,356
-2,2,0.5,0,110,"GEV(1, 1)",0.498281818,0.001716368,0.999,0.962,0.825,0,1,0,999,0,38,0,962,7,167,1,825
-2,2,0.5,-0.1,110,"GEV(1, 1)",0.498390909,0.002235431,0.999,0.962,0.801,0,1,0,999,0,38,0,962,7,191,1,801
-2,2,0.5,-0.2,110,"GEV(1, 1)",0.498463636,0.002143998,1,0.947,0.809,0,0,0,1000,0,53,0,947,11,179,1,809
-2,2,0.5,0.1,110,"GEV(1, 1)",0.495345455,0.000850094,1,0.973,0.859,0,0,0,1000,0,27,0,973,5,136,0,859
-2,2,0.5,0.2,110,"GEV(1, 1)",0.494745455,0.000835539,1,0.976,0.874,0,0,0,1000,0,24,0,976,2,124,0,874
-2,4,0.5,0,110,"GEV(1, 1)",0.495,0.001588324,0.963,0.906,0.765,2,34,1,963,4,89,1,906,8,226,1,765
-2,4,0.5,-0.1,110,"GEV(1, 1)",0.496636364,0.000659593,0.976,0.933,0.768,1,22,1,976,3,63,1,933,5,226,1,768
-2,4,0.5,-0.2,110,"GEV(1, 1)",0.498754545,0.000329439,0.988,0.924,0.763,0,12,0,988,0,76,0,924,1,236,0,763
-2,4,0.5,0.1,110,"GEV(1, 1)",0.495045455,0.002841021,0.971,0.925,0.792,4,25,0,971,5,70,0,925,7,201,0,792
-2,4,0.5,0.2,110,"GEV(1, 1)",0.498972727,0.001787923,0.983,0.949,0.843,2,15,0,983,3,48,0,949,4,153,0,843
-4,-1,0.5,0,110,"GEV(1, 1)",0.529909091,0.045430381,0.962,0.918,0.501,24,13,1,962,28,9,45,918,30,8,461,501
-4,-1,0.5,-0.1,110,"GEV(1, 1)",0.516145455,0.047961832,0.974,0.929,0.473,13,13,0,974,17,9,45,929,18,8,501,473
-4,-1,0.5,-0.2,110,"GEV(1, 1)",0.514245455,0.040439242,0.992,0.941,0.47,5,3,0,992,6,2,51,941,6,3,521,470
-4,-1,0.5,0.1,110,"GEV(1, 1)",0.530027273,0.041312982,0.97,0.937,0.534,12,18,0,970,16,14,33,937,19,12,435,534
-4,-1,0.5,0.2,110,"GEV(1, 1)",0.519409091,0.035831764,0.994,0.959,0.569,2,4,0,994,3,3,35,959,3,3,425,569
-4,-2,0.5,0,110,"GEV(1, 1)",0.5003,0.003469082,0.997,0.997,0.983,1,2,0,997,1,2,0,997,1,2,14,983
-4,-2,0.5,-0.1,110,"GEV(1, 1)",0.502309091,0.002139783,0.997,0.997,0.978,1,2,0,997,1,2,0,997,1,2,19,978
-4,-2,0.5,-0.2,110,"GEV(1, 1)",0.502645455,0.001599312,1,1,0.986,0,0,0,1000,0,0,0,1000,0,0,14,986
-4,-2,0.5,0.1,110,"GEV(1, 1)",0.496572727,0.002924815,0.998,0.997,0.99,0,2,0,998,0,3,0,997,0,4,6,990
-4,-2,0.5,0.2,110,"GEV(1, 1)",0.503972727,0.002234965,0.998,0.998,0.992,0,2,0,998,0,2,0,998,0,2,6,992
-4,-4,0.5,0,110,"GEV(1, 1)",0.500718182,1.15E-05,1,1,1,0,0,0,1000,0,0,0,1000,0,0,0,1000
-4,-4,0.5,-0.1,110,"GEV(1, 1)",0.500263636,8.78E-06,1,1,1,0,0,0,1000,0,0,0,1000,0,0,0,1000
-4,-4,0.5,-0.2,110,"GEV(1, 1)",0.500181818,7.25E-06,1,1,1,0,0,0,1000,0,0,0,1000,0,0,0,1000
-4,-4,0.5,0.1,110,"GEV(1, 1)",0.501136364,1.68E-05,1,1,1,0,0,0,1000,0,0,0,1000,0,0,0,1000
-4,-4,0.5,0.2,110,"GEV(1, 1)",0.5015,0.000200016,1,1,1,0,0,0,1000,0,0,0,1000,0,0,0,1000
-4,0,0,0,110,"GEV(1, 0)",NA,NA,0,0.238,0.867,14,14,0,972,18,10,238,734,20,8,867,105
-4,0,0,-0.1,110,"GEV(1, 0)",NA,NA,0,0.26,0.867,18,21,0,961,23,16,260,701,26,14,867,93
-4,0,0,-0.2,110,"GEV(1, 0)",NA,NA,0,0.266,0.885,12,16,0,972,15,13,266,706,18,12,885,85
-4,0,0,0.1,110,"GEV(1, 0)",NA,NA,0,0.244,0.879,9,6,0,985,14,1,244,741,14,1,879,106
-4,0,0,0.2,110,"GEV(1, 0)",NA,NA,0,0.236,0.884,1,3,0,996,1,3,236,760,1,3,884,112
-4,1,0.5,0,110,"GEV(1, 1)",0.489090909,0.037768512,0.998,0.947,0.493,2,0,0,998,2,6,45,947,2,17,488,493
-4,1,0.5,-0.1,110,"GEV(1, 1)",0.487590909,0.039395079,0.997,0.938,0.458,0,3,0,997,2,7,53,938,2,9,531,458
-4,1,0.5,-0.2,110,"GEV(1, 1)",0.496,0.035201516,0.999,0.945,0.456,0,1,0,999,0,10,45,945,0,23,521,456
-4,1,0.5,0.1,110,"GEV(1, 1)",0.482663636,0.035356377,0.999,0.951,0.529,1,0,0,999,1,4,44,951,1,11,459,529
-4,1,0.5,0.2,110,"GEV(1, 1)",0.481463636,0.033729389,1,0.965,0.601,0,0,0,1000,0,3,32,965,0,9,390,601
-4,2,0.5,0,110,"GEV(1, 1)",0.495081818,0.001753515,1,0.985,0.951,0,0,0,1000,0,15,0,985,15,30,4,951
-4,2,0.5,-0.1,110,"GEV(1, 1)",0.498072727,0.002909939,1,0.984,0.932,0,0,0,1000,0,16,0,984,12,37,19,932
-4,2,0.5,-0.2,110,"GEV(1, 1)",0.500554545,0.001363453,1,0.986,0.955,0,0,0,1000,0,14,0,986,4,38,3,955
-4,2,0.5,0.1,110,"GEV(1, 1)",0.495109091,0.000728543,1,0.996,0.973,0,0,0,1000,0,4,0,996,5,16,6,973
-4,2,0.5,0.2,110,"GEV(1, 1)",0.497145455,0.001149034,1,0.996,0.983,0,0,0,1000,0,4,0,996,3,13,1,983
-4,4,0.5,0,110,"GEV(1, 1)",0.499554545,0.00072987,0.97,0.97,0.969,0,30,0,970,2,28,0,970,10,21,0,969
-4,4,0.5,-0.1,110,"GEV(1, 1)",0.501181818,0.001745473,0.965,0.965,0.965,3,32,0,965,8,27,0,965,17,18,0,965
-4,4,0.5,-0.2,110,"GEV(1, 1)",0.499145455,0.001908782,0.977,0.976,0.974,1,22,0,977,2,21,1,976,6,18,2,974
-4,4,0.5,0.1,110,"GEV(1, 1)",0.499045455,0.000702519,0.98,0.98,0.98,1,19,0,980,4,16,0,980,8,12,0,980
-4,4,0.5,0.2,110,"GEV(1, 1)",0.498118182,0.000223707,0.996,0.996,0.996,0,4,0,996,0,4,0,996,1,3,0,996
0,-1,0.5,0,110,"GEV(0, 1)",0.512936364,0.003869164,0,0.706,0.762,0,0,0,1000,0,706,28,266,5,762,177,56
0,-1,0.5,-0.1,110,"GEV(0, 1)",0.5073,0.004244591,0,0.676,0.716,0,0,0,1000,0,676,24,300,11,716,200,73
0,-1,0.5,-0.2,110,"GEV(0, 1)",0.505554545,0.00477086,0,0.695,0.735,0,0,0,1000,0,695,31,274,6,735,191,68
0,-1,0.5,0.1,110,"GEV(0, 1)",0.510563636,0.00333505,0.001,0.709,0.773,0,1,0,999,0,709,22,269,3,773,167,57
0,-1,0.5,0.2,110,"GEV(0, 1)",0.511727273,0.002441938,0,0.735,0.807,0,0,0,1000,0,735,14,251,0,807,133,60
0,-2,0.5,0,110,"GEV(0, 1)",0.508481818,0.002403768,0.003,0.812,0.93,8,3,0,989,9,812,1,178,9,930,12,49
0,-2,0.5,-0.1,110,"GEV(0, 1)",0.512209091,0.005592977,0.021,0.823,0.947,7,21,0,972,16,823,0,161,19,947,6,28
0,-2,0.5,-0.2,110,"GEV(0, 1)",0.499536364,0.001406233,0.003,0.841,0.968,2,3,0,995,2,841,0,157,3,968,8,21
0,-2,0.5,0.1,110,"GEV(0, 1)",0.504709091,0.00056649,0.003,0.839,0.965,1,3,0,996,2,839,0,159,2,965,2,31
0,-2,0.5,0.2,110,"GEV(0, 1)",0.504645455,0.000410649,0.002,0.828,0.953,0,2,0,998,1,828,0,171,1,953,3,43
0,-4,0.5,0,110,"GEV(0, 1)",0.496781818,0.000946127,0.013,0.825,0.959,0,13,0,987,0,825,0,175,0,959,0,41
0,-4,0.5,-0.1,110,"GEV(0, 1)",0.500336364,8.90E-06,0,0.836,0.958,0,0,0,1000,0,836,0,164,0,958,0,42
0,-4,0.5,-0.2,110,"GEV(0, 1)",0.5,8.77E-06,0,0.868,0.979,0,0,0,1000,0,868,0,132,0,979,0,21
0,-4,0.5,0.1,110,"GEV(0, 1)",0.497845455,0.000698122,0.013,0.831,0.968,0,13,0,987,0,831,0,169,0,968,0,32
0,-4,0.5,0.2,110,"GEV(0, 1)",0.499363636,0.000364422,0.007,0.835,0.959,0,7,0,993,0,835,0,165,0,959,0,41
0,0,0,0,110,"GEV(0, 0)",NA,NA,0,0.307,0.911,0,0,0,1000,307,383,12,298,911,56,17,16
0,0,0,-0.1,110,"GEV(0, 0)",NA,NA,0,0.341,0.931,0,0,0,1000,341,345,12,302,931,44,17,8
0,0,0,-0.2,110,"GEV(0, 0)",NA,NA,0,0.335,0.921,0,0,0,1000,335,343,13,309,921,36,22,21
0,0,0,0.1,110,"GEV(0, 0)",NA,NA,0,0.297,0.907,0,0,0,1000,297,392,17,294,907,64,22,7
0,0,0,0.2,110,"GEV(0, 0)",NA,NA,0,0.28,0.88,0,1,0,999,280,400,11,309,880,75,28,17
0,1,0.5,0,110,"GEV(0, 1)",0.489190909,0.004434954,0.001,0.685,0.747,0,1,0,999,0,685,26,289,5,747,178,70
0,1,0.5,-0.1,110,"GEV(0, 1)",0.497081818,0.004597652,0,0.686,0.71,0,0,0,1000,0,686,23,291,13,710,217,60
0,1,0.5,-0.2,110,"GEV(0, 1)",0.495545455,0.003295022,0,0.695,0.744,0,0,0,1000,0,695,31,274,8,744,178,70
0,1,0.5,0.1,110,"GEV(0, 1)",0.4882,0.003097577,0.001,0.689,0.802,0,1,0,999,0,689,20,291,4,802,146,48
0,1,0.5,0.2,110,"GEV(0, 1)",0.484972727,0.002639879,0.002,0.688,0.776,0,2,0,998,0,688,21,291,1,776,157,66
0,2,0.5,0,110,"GEV(0, 1)",0.497718182,0.001697731,0.026,0.828,0.945,1,26,0,973,2,828,0,170,8,945,6,41
0,2,0.5,-0.1,110,"GEV(0, 1)",0.498481818,0.001791305,0.02,0.841,0.958,0,20,0,980,0,841,0,159,6,958,8,28
0,2,0.5,-0.2,110,"GEV(0, 1)",0.500781818,0.001455721,0.006,0.834,0.953,0,6,0,994,0,834,0,166,1,953,8,38
0,2,0.5,0.1,110,"GEV(0, 1)",0.496990909,0.000589303,0.012,0.85,0.969,0,12,0,988,2,850,0,148,5,969,3,23
0,2,0.5,0.2,110,"GEV(0, 1)",0.496645455,0.000352488,0.004,0.82,0.953,0,4,1,995,0,820,1,179,2,953,4,41
0,4,0.5,0,110,"GEV(0, 1)",0.504881818,0.001480706,0.023,0.817,0.962,0,23,0,977,0,817,0,183,0,962,0,38
0,4,0.5,-0.1,110,"GEV(0, 1)",0.501709091,0.000902113,0.006,0.838,0.958,0,6,0,994,1,838,0,161,1,958,0,41
0,4,0.5,-0.2,110,"GEV(0, 1)",0.500409091,0.000232379,0.002,0.833,0.959,0,2,0,998,0,833,0,167,0,959,0,41
0,4,0.5,0.1,110,"GEV(0, 1)",0.502609091,0.000881926,0.015,0.833,0.956,0,15,0,985,0,833,0,167,0,956,0,44
0,4,0.5,0.2,110,"GEV(0, 1)",0.501763636,0.000688818,0.014,0.824,0.97,0,14,0,986,0,824,0,176,0,970,1,29
1,-1,0.5,0,110,"GEV(1, 1)",0.518454545,0.03669017,1,0.735,0.225,0,0,0,1000,51,210,4,735,502,236,37,225
1,-1,0.5,-0.1,110,"GEV(1, 1)",0.522127273,0.041041177,1,0.699,0.212,0,0,0,1000,58,237,6,699,539,209,40,212
1,-1,0.5,-0.2,110,"GEV(1, 1)",0.499309091,0.035711102,1,0.681,0.215,0,0,0,1000,61,252,6,681,499,239,47,215
1,-1,0.5,0.1,110,"GEV(1, 1)",0.517890909,0.034166479,1,0.749,0.243,0,0,0,1000,41,205,5,749,452,266,39,243
1,-1,0.5,0.2,110,"GEV(1, 1)",0.521536364,0.031055422,1,0.753,0.286,0,0,0,1000,29,214,4,753,400,275,39,286
1,-2,0.5,0,110,"GEV(1, 1)",0.502327273,0.002140857,0.999,0.597,0.302,0,1,0,999,1,402,0,597,1,696,1,302
1,-2,0.5,-0.1,110,"GEV(1, 1)",0.505718182,0.003061521,0.997,0.545,0.243,1,2,0,997,1,454,0,545,1,751,5,243
1,-2,0.5,-0.2,110,"GEV(1, 1)",0.501263636,0.001623581,1,0.592,0.302,0,0,0,1000,0,408,0,592,0,697,1,302
1,-2,0.5,0.1,110,"GEV(1, 1)",0.508036364,0.001885401,0.997,0.595,0.309,1,2,0,997,2,403,0,595,2,689,0,309
1,-2,0.5,0.2,110,"GEV(1, 1)",0.505009091,0.000721002,1,0.65,0.354,0,0,0,1000,0,350,0,650,0,646,0,354
1,-4,0.5,0,110,"GEV(1, 1)",0.4967,0.003575909,0.981,0.504,0.232,1,18,0,981,3,493,0,504,4,764,0,232
1,-4,0.5,-0.1,110,"GEV(1, 1)",0.502763636,0.002293168,0.988,0.544,0.246,4,8,0,988,6,450,0,544,8,746,0,246
1,-4,0.5,-0.2,110,"GEV(1, 1)",0.500718182,0.000245598,0.998,0.533,0.248,1,1,0,998,1,466,0,533,1,751,0,248
1,-4,0.5,0.1,110,"GEV(1, 1)",0.495090909,0.002637547,0.983,0.558,0.268,0,17,0,983,0,442,0,558,0,732,0,268
1,-4,0.5,0.2,110,"GEV(1, 1)",0.495145455,0.003028718,0.982,0.621,0.31,1,17,0,982,2,377,0,621,2,688,0,310
1,0,0,0,110,"GEV(1, 0)",NA,NA,0,0.141,0.534,0,0,0,1000,18,469,141,372,163,264,534,39
1,0,0,-0.1,110,"GEV(1, 0)",NA,NA,0,0.128,0.536,0,0,0,1000,27,460,128,385,194,229,536,41
1,0,0,-0.2,110,"GEV(1, 0)",NA,NA,0,0.141,0.536,0,0,0,1000,30,464,141,365,181,250,536,33
1,0,0,0.1,110,"GEV(1, 0)",NA,NA,0,0.163,0.613,0,0,0,1000,7,442,163,388,133,207,613,47
1,0,0,0.2,110,"GEV(1, 0)",NA,NA,0,0.122,0.587,0,0,0,1000,4,406,122,468,113,238,587,62
1,1,0.5,0,110,"GEV(1, 1)",0.475590909,0.037362468,0.994,0.435,0.068,0,6,0,994,0,516,49,435,2,595,335,68
1,1,0.5,-0.1,110,"GEV(1, 1)",0.485254545,0.041837632,0.997,0.454,0.075,0,3,0,997,0,495,51,454,1,584,340,75
1,1,0.5,-0.2,110,"GEV(1, 1)",0.502409091,0.040727734,0.999,0.432,0.057,0,1,0,999,0,534,34,432,1,599,343,57
1,1,0.5,0.1,110,"GEV(1, 1)",0.478209091,0.036076191,0.995,0.462,0.064,0,5,0,995,0,493,45,462,2,611,323,64
1,1,0.5,0.2,110,"GEV(1, 1)",0.471109091,0.030740188,0.999,0.52,0.088,0,1,0,999,0,451,29,520,1,615,296,88
1,2,0.5,0,110,"GEV(1, 1)",0.492236364,0.003496115,0.961,0.5,0.244,1,38,0,961,1,499,0,500,8,736,12,244
1,2,0.5,-0.1,110,"GEV(1, 1)",0.493772727,0.002437129,0.969,0.49,0.213,1,30,0,969,4,505,1,490,13,757,17,213
1,2,0.5,-0.2,110,"GEV(1, 1)",0.496236364,0.002367045,0.976,0.478,0.226,0,24,0,976,0,522,0,478,4,756,14,226
1,2,0.5,0.1,110,"GEV(1, 1)",0.491954545,0.002427367,0.967,0.531,0.261,0,33,0,967,1,468,0,531,5,730,4,261
1,2,0.5,0.2,110,"GEV(1, 1)",0.494581818,0.001731217,0.991,0.577,0.289,0,9,0,991,1,421,1,577,1,709,1,289
1,4,0.5,0,110,"GEV(1, 1)",0.500336364,0.000668076,0.994,0.516,0.237,0,6,0,994,0,484,0,516,0,762,1,237
1,4,0.5,-0.1,110,"GEV(1, 1)",0.499709091,0.000304352,0.997,0.508,0.242,0,3,0,997,0,492,0,508,0,758,0,242
1,4,0.5,-0.2,110,"GEV(1, 1)",0.499827273,3.86E-06,1,0.554,0.264,0,0,0,1000,0,446,0,554,0,736,0,264
1,4,0.5,0.1,110,"GEV(1, 1)",0.501281818,0.000979088,0.987,0.547,0.271,0,13,0,987,0,453,0,547,0,729,0,271
1,4,0.5,0.2,110,"GEV(1, 1)",0.496954545,0.001423636,0.99,0.589,0.322,0,10,0,990,0,411,0,589,0,675,3,322
2,-1,0.5,0,110,"GEV(1, 1)",0.515854545,0.040507488,1,0.653,0.261,0,0,0,1000,41,299,7,653,472,189,78,261
2,-1,0.5,-0.1,110,"GEV(1, 1)",0.513127273,0.03893868,1,0.667,0.257,0,0,0,1000,51,268,14,667,482,173,88,257
2,-1,0.5,-0.2,110,"GEV(1, 1)",0.511545455,0.036126631,1,0.666,0.26,0,0,0,1000,38,291,5,666,483,182,75,260
2,-1,0.5,0.1,110,"GEV(1, 1)",0.516645455,0.037221059,1,0.703,0.32,0,0,0,1000,39,253,5,703,425,179,76,320
2,-1,0.5,0.2,110,"GEV(1, 1)",0.521327273,0.030252756,1,0.769,0.38,0,0,0,1000,25,198,8,769,367,163,90,380
2,-2,0.5,0,110,"GEV(1, 1)",0.503972727,0.001157358,1,0.961,0.807,0,0,0,1000,0,39,0,961,8,185,0,807
2,-2,0.5,-0.1,110,"GEV(1, 1)",0.504109091,0.001936126,0.999,0.949,0.797,0,1,0,999,1,50,0,949,15,187,1,797
2,-2,0.5,-0.2,110,"GEV(1, 1)",0.499918182,0.00275771,1,0.958,0.796,0,0,0,1000,0,42,0,958,10,193,1,796
2,-2,0.5,0.1,110,"GEV(1, 1)",0.505754545,0.001346662,1,0.97,0.873,0,0,0,1000,0,30,0,970,6,121,0,873
2,-2,0.5,0.2,110,"GEV(1, 1)",0.505281818,0.000820609,1,0.977,0.875,0,0,0,1000,0,23,0,977,5,120,0,875
2,-4,0.5,0,110,"GEV(1, 1)",0.510918182,0.006236203,0.97,0.904,0.76,6,24,0,970,16,80,0,904,16,224,0,760
2,-4,0.5,-0.1,110,"GEV(1, 1)",0.504636364,0.00372355,0.984,0.916,0.758,6,10,0,984,9,75,0,916,11,230,1,758
2,-4,0.5,-0.2,110,"GEV(1, 1)",0.502154545,0.000947462,0.996,0.928,0.771,2,2,0,996,4,68,0,928,4,225,0,771
2,-4,0.5,0.1,110,"GEV(1, 1)",0.502636364,0.004302972,0.982,0.926,0.799,2,16,0,982,5,69,0,926,6,195,0,799
