beta_1,beta_2,t_b,xi,n,givenModel,t_b_estMean,t_b_estVar,selRate_NLL,selRate_AIC,selRate_BIC,"selNum_NLL_Gev(0, 0)","selNum_NLL_Gev(0, 1)","selNum_NLL_Gev(1, 0)","selNum_NLL_Gev(1, 1)","selNum_AIC_Gev(0, 0)","selNum_AIC_Gev(0, 1)","selNum_AIC_Gev(1, 0)","selNum_AIC_Gev(1, 1)","selNum_BIC_Gev(0, 0)","selNum_BIC_Gev(0, 1)","selNum_BIC_Gev(1, 0)","selNum_BIC_Gev(1, 1)"
-4,-4,0.5,0.1,50,"GEV(1, 1)",0.50268,9.53E-05,1,0.993,0.969,0,0,0,1000,0,7,0,993,0,31,0,969
-4,-4,0.5,0.2,50,"GEV(1, 1)",0.50166,0.000136981,0.999,0.99,0.976,0,1,0,999,0,10,0,990,0,24,0,976
-4,0,0,0,50,"GEV(1, 0)",NA,NA,0,0.282,0.763,15,4,0,981,16,22,282,680,17,37,763,183
-4,0,0,-0.1,50,"GEV(1, 0)",NA,NA,0,0.309,0.785,19,6,0,975,21,30,309,640,21,36,785,158
-4,0,0,-0.2,50,"GEV(1, 0)",NA,NA,0,0.296,0.777,16,6,0,978,16,24,296,664,16,41,777,166
-4,0,0,0.1,50,"GEV(1, 0)",NA,NA,0,0.281,0.751,9,5,0,986,12,18,281,689,12,32,751,205
-4,0,0,0.2,50,"GEV(1, 0)",NA,NA,0,0.255,0.764,2,0,0,998,2,6,255,737,2,15,764,219
-4,1,0.5,0,50,"GEV(1, 1)",0.49204,0.062017856,0.996,0.728,0.323,2,2,0,996,3,126,143,728,4,133,540,323
-4,1,0.5,-0.1,50,"GEV(1, 1)",0.48562,0.056889705,0.994,0.739,0.302,3,3,0,994,4,129,128,739,6,152,540,302
-4,1,0.5,-0.2,50,"GEV(1, 1)",0.50586,0.0552397,0.996,0.722,0.3,3,1,0,996,3,132,143,722,3,153,544,300
-4,1,0.5,0.1,50,"GEV(1, 1)",0.48754,0.060568117,0.998,0.776,0.347,2,0,0,998,2,105,117,776,6,121,526,347
-4,1,0.5,0.2,50,"GEV(1, 1)",0.47284,0.057314048,0.998,0.824,0.392,2,0,0,998,2,79,95,824,3,95,510,392
-4,2,0.5,0,50,"GEV(1, 1)",0.49004,0.013527126,1,0.877,0.678,0,0,0,1000,3,116,4,877,144,140,38,678
-4,2,0.5,-0.1,50,"GEV(1, 1)",0.49998,0.014237037,1,0.854,0.656,0,0,0,1000,9,132,5,854,136,157,51,656
-4,2,0.5,-0.2,50,"GEV(1, 1)",0.5117,0.017116627,1,0.856,0.659,0,0,0,1000,8,131,5,856,142,144,55,659
-4,2,0.5,0.1,50,"GEV(1, 1)",0.49132,0.015884542,0.999,0.874,0.673,0,0,1,999,7,114,5,874,140,143,44,673
-4,2,0.5,0.2,50,"GEV(1, 1)",0.4836,0.013935375,1,0.892,0.737,0,0,0,1000,3,101,4,892,103,124,36,737
-4,4,0.5,0,50,"GEV(1, 1)",0.49806,0.000706143,0.982,0.975,0.948,2,15,1,982,10,14,1,975,12,39,1,948
-4,4,0.5,-0.1,50,"GEV(1, 1)",0.50052,0.001383513,0.982,0.978,0.958,4,14,0,982,10,12,0,978,12,30,0,958
-4,4,0.5,-0.2,50,"GEV(1, 1)",0.4986,0.000987027,0.976,0.97,0.946,2,20,2,976,11,17,2,970,14,38,2,946
-4,4,0.5,0.1,50,"GEV(1, 1)",0.4976,0.000239279,0.99,0.983,0.965,1,9,0,990,4,13,0,983,5,30,0,965
-4,4,0.5,0.2,50,"GEV(1, 1)",0.49768,8.19E-05,0.996,0.992,0.974,1,3,0,996,1,7,0,992,1,25,0,974
0,-1,0.5,0,50,"GEV(0, 1)",0.51422,0.018449441,0,0.554,0.543,0,0,0,1000,19,554,52,375,124,543,217,116
0,-1,0.5,-0.1,50,"GEV(0, 1)",0.50656,0.020219586,0,0.595,0.535,0,0,0,1000,8,595,49,348,121,535,242,102
0,-1,0.5,-0.2,50,"GEV(0, 1)",0.5096,0.020418659,0,0.554,0.497,0,0,0,1000,18,554,71,357,148,497,248,107
0,-1,0.5,0.1,50,"GEV(0, 1)",0.5159,0.017486677,0,0.553,0.512,0,0,0,1000,9,553,53,385,108,512,248,132
0,-1,0.5,0.2,50,"GEV(0, 1)",0.5206,0.014746386,0,0.557,0.586,0,0,0,1000,5,557,44,394,58,586,200,156
0,-2,0.5,0,50,"GEV(0, 1)",0.50806,0.002464301,0.003,0.729,0.831,2,3,0,995,5,729,17,249,5,831,76,88
0,-2,0.5,-0.1,50,"GEV(0, 1)",0.50756,0.002370817,0.001,0.751,0.84,4,1,0,995,5,751,21,223,5,840,79,76
0,-2,0.5,-0.2,50,"GEV(0, 1)",0.50386,0.002294995,0.003,0.739,0.844,2,3,0,995,4,739,18,239,5,844,72,79
0,-2,0.5,0.1,50,"GEV(0, 1)",0.50726,0.001140032,0,0.743,0.862,0,0,0,1000,0,743,11,246,0,862,54,84
0,-2,0.5,0.2,50,"GEV(0, 1)",0.51126,0.001034647,0.003,0.803,0.902,0,3,0,997,1,803,4,192,1,902,30,67
0,-4,0.5,0,50,"GEV(0, 1)",0.50124,5.93E-05,0.001,0.779,0.924,0,1,0,999,0,779,0,221,0,924,0,76
0,-4,0.5,-0.1,50,"GEV(0, 1)",0.4999,0.000320711,0,0.807,0.937,0,0,0,1000,0,807,0,193,0,937,0,63
0,-4,0.5,-0.2,50,"GEV(0, 1)",0.50044,3.66E-05,0.004,0.802,0.935,0,4,0,996,0,802,0,198,0,935,0,65
0,-4,0.5,0.1,50,"GEV(0, 1)",0.50202,0.000806726,0.007,0.806,0.925,0,7,0,993,2,806,0,192,2,925,1,72
0,-4,0.5,0.2,50,"GEV(0, 1)",0.5022,0.000278639,0.001,0.81,0.926,0,1,0,999,0,810,0,190,0,926,1,73
0,0,0,0,50,"GEV(0, 0)",NA,NA,0,0.348,0.837,0,0,0,1000,348,336,20,296,837,88,32,43
0,0,0,-0.1,50,"GEV(0, 0)",NA,NA,0,0.308,0.827,0,0,0,1000,308,335,20,337,827,96,31,46
0,0,0,-0.2,50,"GEV(0, 0)",NA,NA,0,0.385,0.818,0,0,0,1000,385,309,14,292,818,97,40,45
0,0,0,0.1,50,"GEV(0, 0)",NA,NA,0,0.32,0.802,0,0,0,1000,320,354,27,299,802,120,38,40
0,0,0,0.2,50,"GEV(0, 0)",NA,NA,0,0.323,0.802,0,1,0,999,323,355,13,309,802,107,37,54
0,1,0.5,0,50,"GEV(0, 1)",0.4877,0.02213044,0,0.514,0.495,0,0,0,1000,17,514,63,406,116,495,269,120
0,1,0.5,-0.1,50,"GEV(0, 1)",0.49266,0.021439964,0.001,0.544,0.49,0,1,0,999,21,544,68,367,122,490,269,119
0,1,0.5,-0.2,50,"GEV(0, 1)",0.49388,0.0204542,0,0.537,0.492,0,0,0,1000,11,537,58,394,110,492,265,133
0,1,0.5,0.1,50,"GEV(0, 1)",0.48182,0.016935623,0,0.532,0.546,0,0,0,1000,9,532,60,399,81,546,239,134
0,1,0.5,0.2,50,"GEV(0, 1)",0.47304,0.015485444,0.001,0.526,0.541,0,1,0,999,2,526,48,424,81,541,222,156
0,2,0.5,0,50,"GEV(0, 1)",0.49228,0.00141862,0.014,0.756,0.857,0,14,0,986,6,756,11,227,8,857,52,83
0,2,0.5,-0.1,50,"GEV(0, 1)",0.49308,0.002039753,0.013,0.75,0.839,1,13,0,986,8,750,21,221,10,839,72,79
0,2,0.5,-0.2,50,"GEV(0, 1)",0.49924,0.0022777,0.006,0.762,0.853,2,6,0,992,5,762,13,220,6,853,70,71
0,2,0.5,0.1,50,"GEV(0, 1)",0.4917,0.001131842,0.006,0.753,0.852,0,6,0,994,2,753,8,237,4,852,62,82
0,2,0.5,0.2,50,"GEV(0, 1)",0.48932,0.001168706,0.001,0.762,0.873,0,1,0,999,0,762,11,227,0,873,52,75
0,4,0.5,0,50,"GEV(0, 1)",0.49976,0.001175518,0.014,0.802,0.931,0,14,0,986,0,802,0,198,0,931,1,68
0,4,0.5,-0.1,50,"GEV(0, 1)",0.49934,0.000417182,0.013,0.817,0.941,0,13,0,987,0,817,0,183,0,941,0,59
0,4,0.5,-0.2,50,"GEV(0, 1)",0.49998,0.000206206,0.025,0.813,0.94,0,25,0,975,0,813,0,187,0,940,0,60
0,4,0.5,0.1,50,"GEV(0, 1)",0.50074,0.001470923,0.01,0.8,0.917,0,10,0,990,0,800,1,199,0,917,1,82
0,4,0.5,0.2,50,"GEV(0, 1)",0.49862,0.0014047,0.011,0.799,0.925,0,11,0,989,0,799,0,201,2,925,1,72
1,-1,0.5,0,50,"GEV(1, 1)",0.51764,0.058032463,1,0.551,0.153,0,0,0,1000,173,263,13,551,660,135,52,153
1,-1,0.5,-0.1,50,"GEV(1, 1)",0.50644,0.060919446,1,0.545,0.155,0,0,0,1000,181,251,23,545,658,142,45,155
1,-1,0.5,-0.2,50,"GEV(1, 1)",0.51316,0.05925567,1,0.521,0.167,0,0,0,1000,174,284,21,521,628,153,52,167
1,-1,0.5,0.1,50,"GEV(1, 1)",0.51108,0.05867591,1,0.572,0.18,0,0,0,1000,142,269,17,572,610,157,53,180
1,-1,0.5,0.2,50,"GEV(1, 1)",0.53572,0.059565247,1,0.574,0.185,0,0,0,1000,130,280,16,574,572,194,49,185
1,-2,0.5,0,50,"GEV(1, 1)",0.52912,0.015259285,0.997,0.478,0.252,0,3,0,997,1,519,2,478,8,709,31,252
1,-2,0.5,-0.1,50,"GEV(1, 1)",0.51008,0.016357151,0.995,0.468,0.215,1,4,0,995,4,519,9,468,9,735,41,215
1,-2,0.5,-0.2,50,"GEV(1, 1)",0.51108,0.016152586,0.996,0.471,0.224,1,3,0,996,3,521,5,471,12,724,40,224
1,-2,0.5,0.1,50,"GEV(1, 1)",0.51924,0.012316539,0.998,0.495,0.275,0,2,0,998,2,497,6,495,7,688,30,275
1,-2,0.5,0.2,50,"GEV(1, 1)",0.5209,0.012187778,1,0.486,0.264,0,0,0,1000,0,509,5,486,7,706,23,264
1,-4,0.5,0,50,"GEV(1, 1)",0.50234,0.001483608,0.993,0.371,0.203,2,5,0,993,2,627,0,371,2,795,0,203
1,-4,0.5,-0.1,50,"GEV(1, 1)",0.50086,0.001582042,0.992,0.359,0.174,1,7,0,992,2,639,0,359,4,822,0,174
1,-4,0.5,-0.2,50,"GEV(1, 1)",0.50062,0.000159375,0.999,0.363,0.2,0,1,0,999,0,637,0,363,0,800,0,200
1,-4,0.5,0.1,50,"GEV(1, 1)",0.50042,0.001825249,0.991,0.377,0.188,0,9,0,991,3,620,0,377,3,809,0,188
1,-4,0.5,0.2,50,"GEV(1, 1)",0.50096,0.000697376,0.996,0.426,0.239,0,4,0,996,0,574,0,426,0,761,0,239
1,0,0,0,50,"GEV(1, 0)",NA,NA,0,0.088,0.282,0,0,0,1000,105,469,88,338,400,258,282,60
1,0,0,-0.1,50,"GEV(1, 0)",NA,NA,0,0.121,0.291,0,0,0,1000,94,460,121,325,403,229,291,77
1,0,0,-0.2,50,"GEV(1, 0)",NA,NA,0,0.106,0.268,0,0,0,1000,90,460,106,344,381,281,268,70
1,0,0,0.1,50,"GEV(1, 0)",NA,NA,0,0.102,0.309,0,0,0,1000,79,464,102,355,360,250,309,81
1,0,0,0.2,50,"GEV(1, 0)",NA,NA,0,0.099,0.356,0,0,0,1000,61,442,99,398,298,242,356,104
1,1,0.5,0,50,"GEV(1, 1)",0.49548,0.057529899,0.998,0.328,0.09,0,2,0,998,1,546,125,328,6,540,364,90
1,1,0.5,-0.1,50,"GEV(1, 1)",0.4964,0.059992633,0.997,0.333,0.098,0,3,0,997,1,548,118,333,3,543,356,98
1,1,0.5,-0.2,50,"GEV(1, 1)",0.5048,0.054911071,0.997,0.347,0.094,0,3,0,997,1,543,109,347,3,513,390,94
1,1,0.5,0.1,50,"GEV(1, 1)",0.48656,0.062359326,1,0.374,0.114,0,0,0,1000,1,519,106,374,2,536,348,114
1,1,0.5,0.2,50,"GEV(1, 1)",0.46268,0.052653471,1,0.382,0.124,0,0,0,1000,0,518,100,382,0,529,347,124
1,2,0.5,0,50,"GEV(1, 1)",0.4916,0.018185225,0.985,0.379,0.105,1,14,0,985,6,597,18,379,10,731,154,105
1,2,0.5,-0.1,50,"GEV(1, 1)",0.4909,0.015206396,0.98,0.325,0.107,2,18,0,980,8,655,12,325,9,770,114,107
1,2,0.5,-0.2,50,"GEV(1, 1)",0.49574,0.017979432,0.986,0.346,0.104,1,13,0,986,5,633,16,346,7,771,118,104
1,2,0.5,0.1,50,"GEV(1, 1)",0.48954,0.013549338,0.98,0.376,0.137,0,20,0,980,6,609,9,376,12,756,95,137
1,2,0.5,0.2,50,"GEV(1, 1)",0.48504,0.0140014,0.989,0.393,0.14,0,11,0,989,2,599,6,393,6,752,102,140
1,4,0.5,0,50,"GEV(1, 1)",0.49798,0.001541061,0.99,0.37,0.179,0,10,0,990,0,628,2,370,0,816,5,179
1,4,0.5,-0.1,50,"GEV(1, 1)",0.49892,0.000137371,0.991,0.365,0.173,0,9,0,991,0,635,0,365,0,827,0,173
1,4,0.5,-0.2,50,"GEV(1, 1)",0.50034,0.000109994,0.98,0.388,0.179,0,20,0,980,0,612,0,388,0,820,1,179
1,4,0.5,0.1,50,"GEV(1, 1)",0.49758,0.001451195,0.998,0.381,0.207,0,1,1,998,0,617,2,381,0,790,3,207
1,4,0.5,0.2,50,"GEV(1, 1)",0.49702,0.001267187,0.993,0.443,0.25,0,7,0,993,0,556,1,443,0,748,2,250
2,-1,0.5,0,50,"GEV(1, 1)",0.5114,0.061386627,1,0.509,0.166,0,0,0,1000,143,333,15,509,602,179,53,166
2,-1,0.5,-0.1,50,"GEV(1, 1)",0.51564,0.05657997,1,0.509,0.165,0,0,0,1000,159,310,22,509,608,164,63,165
2,-1,0.5,-0.2,50,"GEV(1, 1)",0.5132,0.05526022,1,0.528,0.168,0,0,0,1000,161,290,21,528,630,142,60,168
2,-1,0.5,0.1,50,"GEV(1, 1)",0.51776,0.059959742,1,0.509,0.178,0,0,0,1000,121,344,26,509,552,196,74,178
2,-1,0.5,0.2,50,"GEV(1, 1)",0.5362,0.059539499,1,0.546,0.189,0,0,0,1000,107,333,14,546,529,199,83,189
2,-2,0.5,0,50,"GEV(1, 1)",0.51276,0.016893276,1,0.817,0.549,0,0,0,1000,12,171,0,817,158,282,11,549
2,-2,0.5,-0.1,50,"GEV(1, 1)",0.51252,0.017455105,0.998,0.836,0.54,0,2,0,998,13,145,6,836,157,290,13,540
2,-2,0.5,-0.2,50,"GEV(1, 1)",0.51042,0.016673297,1,0.815,0.531,0,0,0,1000,11,171,3,815,171,277,21,531
2,-2,0.5,0.1,50,"GEV(1, 1)",0.5172,0.016521481,1,0.833,0.557,0,0,0,1000,12,153,2,833,139,290,14,557
2,-2,0.5,0.2,50,"GEV(1, 1)",0.51584,0.012278173,0.999,0.854,0.616,0,1,0,999,7,139,0,854,85,292,7,616
2,-4,0.5,0,50,"GEV(1, 1)",0.50478,0.00202838,0.99,0.73,0.532,5,5,0,990,6,264,0,730,8,460,0,532
2,-4,0.5,-0.1,50,"GEV(1, 1)",0.5031,0.001155946,0.995,0.729,0.51,4,1,0,995,4,267,0,729,4,486,0,510
2,-4,0.5,-0.2,50,"GEV(1, 1)",0.50106,0.000399676,0.997,0.742,0.546,1,2,0,997,2,256,0,742,2,452,0,546
2,-4,0.5,0.1,50,"GEV(1, 1)",0.50468,0.000990288,0.994,0.751,0.533,2,4,0,994,3,246,0,751,3,464,0,533
2,-4,0.5,0.2,50,"GEV(1, 1)",0.50264,0.000840271,0.996,0.787,0.597,1,3,0,996,2,211,0,787,2,401,0,597
2,0,0,0,50,"GEV(1, 0)",NA,NA,0,0.213,0.627,0,0,0,1000,2,300,213,485,25,233,627,115
2,0,0,-0.1,50,"GEV(1, 0)",NA,NA,0,0.209,0.616,0,1,0,999,1,337,209,453,23,260,616,101
2,0,0,-0.2,50,"GEV(1, 0)",NA,NA,0,0.205,0.602,0,0,0,1000,2,357,205,436,28,270,602,100
2,0,0,0.1,50,"GEV(1, 0)",NA,NA,0,0.222,0.62,0,0,0,1000,1,271,222,506,19,206,620,155
2,0,0,0.2,50,"GEV(1, 0)",NA,NA,0,0.218,0.631,0,0,0,1000,0,230,218,552,12,205,631,152
2,1,0.5,0,50,"GEV(1, 1)",0.47962,0.056612868,0.988,0.562,0.138,1,11,0,988,6,298,134,562,8,350,504,138
2,1,0.5,-0.1,50,"GEV(1, 1)",0.5001,0.058715906,0.989,0.531,0.139,0,11,0,989,5,311,153,531,7,346,508,139
2,1,0.5,-0.2,50,"GEV(1, 1)",0.51386,0.060861162,0.993,0.577,0.148,0,7,0,993,1,289,133,577,3,341,508,148
2,1,0.5,0.1,50,"GEV(1, 1)",0.4641,0.062188178,0.988,0.58,0.179,0,12,0,988,6,281,133,580,6,334,481,179
2,1,0.5,0.2,50,"GEV(1, 1)",0.48048,0.058701671,0.999,0.655,0.215,0,1,0,999,0,234,111,655,1,309,475,215
2,2,0.5,0,50,"GEV(1, 1)",0.48898,0.015544104,0.982,0.705,0.366,0,18,0,982,3,274,18,705,5,458,171,366
2,2,0.5,-0.1,50,"GEV(1, 1)",0.4942,0.018377538,0.981,0.68,0.305,2,17,0,981,4,308,8,680,5,523,167,305
2,2,0.5,-0.2,50,"GEV(1, 1)",0.4985,0.014839389,0.983,0.666,0.322,1,16,0,983,2,318,14,666,3,518,157,322
2,2,0.5,0.1,50,"GEV(1, 1)",0.48936,0.013374565,0.983,0.688,0.395,1,16,0,983,6,297,9,688,8,499,98,395
2,2,0.5,0.2,50,"GEV(1, 1)",0.48918,0.012687215,0.99,0.751,0.463,0,10,0,990,2,239,8,751,3,418,116,463
2,4,0.5,0,50,"GEV(1, 1)",0.49858,0.000768752,0.998,0.718,0.511,0,2,0,998,0,282,0,718,0,489,0,511
2,4,0.5,-0.1,50,"GEV(1, 1)",0.50058,0.000394858,0.99,0.712,0.505,0,10,0,990,0,288,0,712,0,495,0,505
2,4,0.5,-0.2,50,"GEV(1, 1)",0.49952,4.46E-05,0.987,0.704,0.5,0,13,0,987,0,296,0,704,0,500,0,500
2,4,0.5,0.1,50,"GEV(1, 1)",0.49774,0.001136429,0.996,0.751,0.534,0,4,0,996,0,249,0,751,1,464,1,534
2,4,0.5,0.2,50,"GEV(1, 1)",0.49682,0.001646334,0.992,0.783,0.588,0,8,0,992,0,217,0,783,0,412,0,588
4,-1,0.5,0,50,"GEV(1, 1)",0.51686,0.062485025,0.999,0.762,0.342,0,1,0,999,0,118,120,762,3,130,525,342
4,-1,0.5,-0.1,50,"GEV(1, 1)",0.51502,0.060308708,0.998,0.711,0.309,0,2,0,998,0,146,143,711,1,153,537,309
4,-1,0.5,-0.2,50,"GEV(1, 1)",0.52438,0.058197013,0.997,0.723,0.313,0,3,0,997,0,138,139,723,0,146,541,313
4,-1,0.5,0.1,50,"GEV(1, 1)",0.52366,0.05937598,1,0.794,0.366,0,0,0,1000,0,96,110,794,1,120,513,366
4,-1,0.5,0.2,50,"GEV(1, 1)",0.52746,0.054115664,1,0.81,0.389,0,0,0,1000,0,91,99,810,2,104,505,389
4,-2,0.5,0,50,"GEV(1, 1)",0.51498,0.016598198,1,0.832,0.644,0,0,0,1000,11,149,8,832,149,152,55,644
4,-2,0.5,-0.1,50,"GEV(1, 1)",0.51448,0.018158888,1,0.846,0.649,0,0,0,1000,15,132,7,846,147,158,46,649
4,-2,0.5,-0.2,50,"GEV(1, 1)",0.52068,0.016612951,1,0.84,0.629,0,0,0,1000,7,148,5,840,156,171,44,629
4,-2,0.5,0.1,50,"GEV(1, 1)",0.5125,0.013408759,1,0.876,0.697,0,0,0,1000,5,109,10,876,111,144,48,697
4,-2,0.5,0.2,50,"GEV(1, 1)",0.51514,0.012116096,1,0.893,0.743,0,0,0,1000,8,99,0,893,92,120,45,743
4,-4,0.5,0,50,"GEV(1, 1)",0.50688,0.002511978,0.986,0.981,0.953,1,13,0,986,13,6,0,981,13,34,0,953
4,-4,0.5,-0.1,50,"GEV(1, 1)",0.50906,0.003371288,0.981,0.972,0.951,3,16,0,981,14,13,1,972,16,32,1,951
4,-4,0.5,-0.2,50,"GEV(1, 1)",0.50586,0.002128189,0.988,0.979,0.955,2,10,0,988,9,12,0,979,9,36,0,955
4,-4,0.5,0.1,50,"GEV(1, 1)",0.50556,0.001827714,0.988,0.98,0.952,3,9,0,988,10,10,0,980,10,38,0,952
4,-4,0.5,0.2,50,"GEV(1, 1)",0.50678,0.001706538,0.993,0.985,0.965,2,5,0,993,8,7,0,985,8,27,0,965
4,0,0,0,50,"GEV(1, 0)",NA,NA,0,0.275,0.761,0,15,0,985,5,33,275,687,10,36,761,193
4,0,0,-0.1,50,"GEV(1, 0)",NA,NA,0,0.272,0.749,0,22,0,978,8,46,272,674,12,50,749,189
4,0,0,-0.2,50,"GEV(1, 0)",NA,NA,0,0.284,0.771,0,16,0,984,4,35,284,677,8,39,771,182
4,0,0,0.1,50,"GEV(1, 0)",NA,NA,0,0.256,0.765,1,13,0,986,8,18,256,718,9,26,765,200
4,0,0,0.2,50,"GEV(1, 0)",NA,NA,0,0.245,0.751,0,3,0,997,1,14,245,740,2,20,751,227
4,1,0.5,0,50,"GEV(1, 1)",0.47514,0.058395176,0.985,0.832,0.332,0,15,0,985,0,28,140,832,2,60,606,332
4,1,0.5,-0.1,50,"GEV(1, 1)",0.5026,0.058871311,0.985,0.835,0.344,2,13,0,985,3,27,135,835,8,49,599,344
4,1,0.5,-0.2,50,"GEV(1, 1)",0.49692,0.058994308,0.985,0.823,0.347,1,13,1,985,2,23,152,823,5,52,596,347
4,1,0.5,0.1,50,"GEV(1, 1)",0.49446,0.062928637,0.982,0.836,0.356,1,17,0,982,2,26,136,836,6,45,593,356
4,1,0.5,0.2,50,"GEV(1, 1)",0.46802,0.057661741,0.987,0.832,0.416,1,12,0,987,1,19,148,832,4,35,545,416
4,2,0.5,0,50,"GEV(1, 1)",0.4954,0.015572012,0.994,0.961,0.793,0,6,0,994,0,22,17,961,0,45,162,793
4,2,0.5,-0.1,50,"GEV(1, 1)",0.49614,0.017297198,0.991,0.953,0.767,0,9,0,991,0,24,23,953,0,48,185,767
4,2,0.5,-0.2,50,"GEV(1, 1)",0.5063,0.014136446,0.998,0.973,0.798,0,2,0,998,0,11,16,973,0,43,159,798
4,2,0.5,0.1,50,"GEV(1, 1)",0.4813,0.015084194,0.996,0.968,0.822,0,3,1,996,0,17,15,968,0,39,139,822
4,2,0.5,0.2,50,"GEV(1, 1)",0.48676,0.014426329,0.989,0.977,0.845,0,11,0,989,0,15,8,977,0,32,123,845
4,4,0.5,0,50,"GEV(1, 1)",0.49826,0.000412985,1,0.991,0.968,0,0,0,1000,0,9,0,991,0,31,1,968
4,4,0.5,-0.1,50,"GEV(1, 1)",0.49866,0.000338943,0.995,0.989,0.959,0,5,0,995,0,11,0,989,0,41,0,959
4,4,0.5,-0.2,50,"GEV(1, 1)",0.50026,0.000158891,0.99,0.982,0.959,0,10,0,990,0,18,0,982,0,41,0,959
4,4,0.5,0.1,50,"GEV(1, 1)",0.49698,0.000811291,0.996,0.988,0.964,0,4,0,996,0,12,0,988,0,36,0,964
4,4,0.5,0.2,50,"GEV(1, 1)",0.49754,0.001174723,0.995,0.986,0.969,0,5,0,995,0,14,0,986,1,28,2,969
-1,-1,0.5,0,70,"GEV(1, 1)",0.519214286,0.049733402,0.997,0.356,0.081,1,2,0,997,2,552,90,356,3,560,356,81
-1,-1,0.5,-0.1,70,"GEV(1, 1)",0.5244,0.052134325,0.997,0.352,0.058,0,3,0,997,1,566,81,352,1,573,368,58
-1,-1,0.5,-0.2,70,"GEV(1, 1)",0.511614286,0.052202004,0.998,0.366,0.07,0,2,0,998,1,538,95,366,1,531,398,70
-1,-1,0.5,0.1,70,"GEV(1, 1)",0.518971429,0.045133382,0.999,0.379,0.07,1,0,0,999,1,542,78,379,1,580,349,70
-1,-1,0.5,0.2,70,"GEV(1, 1)",0.509642857,0.049627459,1,0.43,0.097,0,0,0,1000,0,508,62,430,0,577,326,97
-1,-2,0.5,0,70,"GEV(1, 1)",0.519142857,0.011447039,0.98,0.408,0.153,8,12,0,980,14,575,3,408,15,774,58,153
-1,-2,0.5,-0.1,70,"GEV(1, 1)",0.517028571,0.012082927,0.985,0.369,0.135,8,7,0,985,13,607,11,369,14,779,72,135
-1,-2,0.5,-0.2,70,"GEV(1, 1)",0.510442857,0.0091836,0.99,0.408,0.145,4,6,0,990,6,580,6,408,6,786,63,145
-1,-2,0.5,0.1,70,"GEV(1, 1)",0.514,0.006122367,0.991,0.413,0.164,3,6,0,991,6,580,1,413,6,789,41,164
-1,-2,0.5,0.2,70,"GEV(1, 1)",0.511914286,0.003526883,0.997,0.442,0.189,1,2,0,997,2,556,0,442,2,784,25,189
-1,-4,0.5,0,70,"GEV(1, 1)",0.500914286,3.23E-05,1,0.433,0.202,0,0,0,1000,0,567,0,433,0,798,0,202
-1,-4,0.5,-0.1,70,"GEV(1, 1)",0.500428571,2.56E-05,1,0.42,0.184,0,0,0,1000,0,580,0,420,0,816,0,184
-1,-4,0.5,-0.2,70,"GEV(1, 1)",0.500214286,2.02E-05,0.997,0.408,0.192,0,3,0,997,0,592,0,408,0,808,0,192
-1,-4,0.5,0.1,70,"GEV(1, 1)",0.501085714,0.000531189,0.999,0.458,0.224,0,1,0,999,0,541,1,458,0,775,1,224
-1,-4,0.5,0.2,70,"GEV(1, 1)",0.501742857,3.99E-05,0.998,0.464,0.235,0,2,0,998,0,536,0,464,0,765,0,235
-1,0,0,0,70,"GEV(1, 0)",NA,NA,0,0.096,0.397,0,0,0,1000,47,484,96,373,289,253,397,61
-1,0,0,-0.1,70,"GEV(1, 0)",NA,NA,0,0.118,0.371,0,0,0,1000,46,504,118,332,342,247,371,40
-1,0,0,-0.2,70,"GEV(1, 0)",NA,NA,0,0.136,0.398,0,0,0,1000,47,500,136,317,314,240,398,48
-1,0,0,0.1,70,"GEV(1, 0)",NA,NA,0,0.122,0.411,0,0,0,1000,37,479,122,362,297,235,411,57
-1,0,0,0.2,70,"GEV(1, 0)",NA,NA,0,0.142,0.443,0,0,0,1000,32,432,142,394,236,252,443,69
-1,1,0.5,0,70,"GEV(1, 1)",0.489542857,0.050548544,1,0.602,0.161,0,0,0,1000,105,278,15,602,611,176,52,161
-1,1,0.5,-0.1,70,"GEV(1, 1)",0.488842857,0.05058304,1,0.601,0.169,0,0,0,1000,126,262,11,601,607,173,51,169
-1,1,0.5,-0.2,70,"GEV(1, 1)",0.506457143,0.04664209,1,0.577,0.156,0,0,0,1000,129,285,9,577,635,154,55,156
-1,1,0.5,0.1,70,"GEV(1, 1)",0.493757143,0.052278407,1,0.625,0.186,0,0,0,1000,89,274,12,625,593,172,49,186
-1,1,0.5,0.2,70,"GEV(1, 1)",0.480714286,0.04944853,1,0.647,0.225,0,0,0,1000,67,281,5,647,522,208,45,225
-1,2,0.5,0,70,"GEV(1, 1)",0.488871429,0.007068325,0.997,0.489,0.253,0,2,1,997,0,507,4,489,5,726,16,253
-1,2,0.5,-0.1,70,"GEV(1, 1)",0.498471429,0.007858788,0.999,0.483,0.231,0,1,0,999,0,515,2,483,0,754,15,231
-1,2,0.5,-0.2,70,"GEV(1, 1)",0.500285714,0.008732324,0.999,0.508,0.259,0,1,0,999,0,491,1,508,0,728,13,259
-1,2,0.5,0.1,70,"GEV(1, 1)",0.490742857,0.006296929,0.999,0.498,0.24,0,1,0,999,0,500,2,498,0,740,20,240
-1,2,0.5,0.2,70,"GEV(1, 1)",0.492985714,0.004307556,1,0.52,0.263,0,0,0,1000,0,480,0,520,0,730,7,263
